Words,Length,AROU,,,VAL,,,DOM,,,CNC,,,IMAG,,,FAM,,,AOA,,,SIZE,,,GEND,,
sulky,5,2.970,1.566,33,3.061,1.071,33,4.273,1.523,33,2.750,1.199,32,4.212,1.754,33,4.500,1.685,34,3.941,1.748,34,3.697,1.167,33,3.688,1.236,32
sulphur,7,3.629,2.126,35,4.765,1.352,34,4.970,0.969,33,6.182,1.359,33,4.727,2.107,33,3.688,2.083,32,5.971,1.134,35,2.882,1.451,34,4.588,0.732,34
sultan,6,4.444,2.233,27,5.063,0.998,32,5.355,2.041,31,5.156,1.787,32,4.968,2.117,31,2.853,1.912,34,5.129,1.519,31,4.548,1.478,31,5.500,1.335,30
summary,7,3.543,1.746,35,4.971,0.736,35,5.200,1.064,35,4.114,1.508,35,3.286,1.578,35,5.559,1.193,34,4.971,1.055,35,3.177,1.200,34,4.257,0.905,35
summer,6,6.886,1.737,35,7.800,1.141,35,5.371,1.914,35,4.971,1.594,35,6.114,0.949,35,6.212,0.879,33,2.257,0.936,35,5.543,1.179,35,2.714,1.385,35
sun,3,6.212,2.409,33,7.469,1.500,32,5.758,2.132,33,6.727,0.509,33,6.656,0.643,32,6.677,0.532,31,1.625,0.740,32,6.273,1.420,33,3.188,1.379,32
sunburn,7,4.829,1.993,35,2.714,0.913,35,4.000,2.056,35,6.314,0.622,35,6.286,0.943,35,5.647,1.532,34,3.229,0.865,35,4.114,1.282,35,3.971,0.810,35
sunk,4,3.229,1.551,35,3.152,1.019,33,3.788,1.683,33,4.029,1.424,34,3.971,1.682,35,4.576,2.031,33,3.943,1.689,35,3.879,1.472,33,4.794,0.867,34
sunlight,8,6.265,1.820,34,7.364,1.494,33,5.121,1.996,33,5.531,1.601,32,6.125,1.053,32,6.290,1.053,31,2.914,1.273,35,5.057,1.851,35,3.088,1.147,34
sunny,5,6.882,1.762,34,8.265,1.009,34,5.706,2.269,34,5.257,1.746,35,6.600,0.725,35,6.424,1.074,33,1.882,0.832,34,4.853,1.417,34,2.829,1.000,35
sunrise,7,6.182,1.946,33,7.788,1.037,33,5.500,2.136,32,5.531,1.323,32,6.484,0.798,31,5.933,1.237,30,3.344,1.189,32,5.727,1.286,33,3.226,1.099,31
sunset,6,5.886,2.754,35,7.472,1.424,36,4.824,2.294,34,6.000,1.283,34,6.714,0.452,35,6.364,0.731,33,3.444,1.279,36,5.882,1.301,34,2.400,0.991,35
sunshine,8,7.281,1.586,32,8.156,0.972,32,6.094,2.082,32,5.533,1.455,30,6.500,0.922,30,6.478,0.773,23,2.313,0.882,32,5.903,1.376,31,2.793,1.186,29
super,5,6.697,1.962,33,8.030,1.114,33,6.938,1.676,32,2.606,1.179,33,3.424,1.826,33,6.290,0.850,31,2.485,0.925,33,5.303,1.642,33,4.194,1.512,31
superb,6,6.882,1.952,34,8.485,0.821,33,7.156,1.349,32,2.618,1.515,34,3.303,1.883,33,6.067,1.153,30,4.000,1.188,34,5.182,1.140,33,3.242,1.156,33
supermarket,11,4.121,2.171,33,5.486,1.105,35,5.059,1.662,34,6.257,0.936,35,6.625,0.781,32,6.364,1.251,33,3.429,1.536,35,5.441,1.418,34,3.313,1.102,32
supplication,12,3.600,1.882,20,4.762,1.231,21,4.900,1.375,20,3.227,1.622,22,2.708,1.399,24,2.849,2.091,33,6.333,1.027,24,4.158,1.039,19,4.136,0.757,22
support,7,4.758,2.031,33,7.429,1.022,35,5.143,2.002,35,3.500,1.702,34,3.029,1.540,35,5.939,0.919,33,4.314,1.166,35,4.971,1.124,34,2.938,1.144,32
supportive,10,4.788,1.950,33,8.000,0.651,33,6.000,1.663,34,3.147,1.611,34,3.546,1.395,33,5.879,1.094,33,4.941,0.998,34,5.088,1.197,34,2.735,1.267,34
suppress,8,3.800,1.864,35,3.177,1.175,34,3.559,2.199,34,2.971,1.320,35,3.286,1.578,35,4.943,1.689,35,5.824,1.175,34,4.143,1.291,35,4.088,1.095,34
suppression,11,3.818,1.992,33,2.576,1.156,33,3.000,1.670,33,2.471,1.218,34,2.471,1.419,34,4.424,1.843,33,6.147,0.879,34,4.412,1.647,34,4.182,1.242,33
supreme,7,6.485,2.032,33,7.182,1.660,33,6.853,2.475,34,2.559,1.518,34,2.909,1.781,33,4.147,1.751,34,5.235,1.373,34,5.971,1.150,34,4.353,1.303,34
sure,4,4.914,1.933,35,6.486,1.156,35,7.118,1.451,34,3.088,1.837,34,2.743,1.645,35,6.118,1.132,34,2.857,1.175,35,4.706,1.618,34,4.086,1.079,35
surf,4,5.100,2.399,30,5.903,1.174,31,5.533,1.408,30,4.788,1.754,33,6.219,1.268,32,4.900,1.850,30,3.849,1.184,33,4.194,1.615,31,4.719,1.068,32
surf (breaking waves),4,5.400,2.428,35,6.314,1.260,35,5.743,1.713,35,6.235,0.877,34,6.382,0.940,34,5.000,1.595,33,4.629,1.197,35,4.971,1.576,35,5.086,1.131,35
surf (riding waves),4,5.939,1.874,33,6.735,1.379,34,5.688,2.186,32,5.576,1.232,33,6.121,1.273,33,5.235,1.646,34,4.029,1.200,34,4.813,1.402,32,4.970,1.193,33
surfer,6,5.143,2.127,35,5.941,1.211,34,5.529,1.576,34,6.485,0.744,33,6.333,0.725,33,4.742,1.703,31,4.147,1.167,34,3.546,1.416,33,5.265,1.009,34
surge,5,5.906,1.958,32,4.968,1.282,31,6.300,1.636,30,4.200,1.327,30,3.697,1.586,33,4.438,1.936,32,5.818,1.192,33,5.033,1.472,30,4.344,1.337,32
surgeon,7,4.829,2.210,35,6.400,1.660,35,4.324,2.517,34,6.429,0.871,35,6.382,1.000,34,5.667,1.341,33,4.371,1.017,35,4.771,1.416,35,5.371,0.897,35
surgery,7,5.469,2.773,32,3.939,1.906,33,3.849,2.376,33,6.300,0.900,30,6.265,1.146,34,5.500,1.620,32,4.314,1.141,35,5.647,1.258,34,4.324,1.322,34
surplus,7,4.032,2.177,31,5.182,2.139,33,5.029,2.242,34,3.219,1.653,32,3.818,1.800,33,4.781,1.833,32,6.118,0.832,34,5.147,1.309,34,4.242,1.280,33
surprise,8,7.353,1.185,34,7.088,1.502,34,3.647,1.713,34,3.152,1.579,33,4.469,1.803,32,6.250,0.750,32,2.735,0.816,34,5.394,1.391,33,2.706,0.925,34
surprising,10,6.412,1.912,34,6.515,1.329,33,5.088,1.522,34,2.629,1.396,35,3.588,1.458,34,6.000,1.299,32,3.543,1.155,35,4.429,1.555,35,3.706,0.749,34
surrender,9,5.000,2.121,32,3.344,1.079,32,2.813,2.053,32,3.313,1.488,32,3.344,1.471,32,4.586,1.732,29,4.656,1.049,32,4.452,1.340,31,4.172,1.019,29
surveyor,8,3.000,1.789,30,5.000,0.577,30,4.839,1.780,31,4.968,1.425,31,3.625,1.317,32,3.533,1.910,30,6.281,0.943,32,3.933,0.929,30,4.926,1.016,27
survive,7,6.235,2.170,34,7.143,1.743,35,6.147,2.328,34,3.152,1.500,33,3.686,1.635,35,5.625,1.293,32,4.529,1.311,34,5.875,1.317,32,4.857,1.496,35
survivor,8,6.242,1.232,33,7.424,1.326,33,6.970,1.800,33,4.546,1.844,33,4.656,1.725,32,5.000,1.619,29,4.382,0.940,34,4.912,1.269,34,4.613,1.183,31
suspect,7,4.656,2.056,32,3.088,0.981,34,4.152,1.743,33,3.970,1.660,33,4.029,1.839,34,5.091,1.621,33,4.677,1.077,34,4.576,1.303,33,4.849,0.892,33
suspend,7,4.686,1.879,35,3.800,1.489,35,3.912,1.616,34,3.875,1.596,32,3.576,1.518,33,4.647,1.678,34,5.152,0.989,33,4.303,1.167,33,4.229,0.959,35
suspended,9,4.546,2.162,33,3.059,0.998,34,3.429,2.004,35,3.857,1.710,35,3.647,1.780,34,4.765,1.681,34,4.914,1.105,35,4.800,1.305,35,4.600,0.932,35
suspension,10,4.727,2.526,33,4.212,1.343,33,4.143,1.929,35,4.057,1.567,35,3.500,1.786,34,5.114,1.489,35,5.314,1.304,35,4.743,1.380,35,4.429,0.767,35
suspicion,9,5.200,2.040,35,2.771,1.149,35,3.914,1.842,35,3.000,1.474,35,3.229,1.436,35,5.235,1.477,34,5.029,1.298,35,4.771,1.436,35,3.629,1.149,35
sustain,7,3.970,2.303,33,6.455,1.350,33,6.030,1.732,33,3.091,1.505,33,2.515,1.258,33,5.161,1.483,31,5.485,1.131,33,4.455,1.437,33,4.091,1.111,33
sustenance,10,4.394,2.044,33,6.697,1.507,33,4.939,2.088,33,3.697,1.834,33,3.469,1.541,32,3.968,2.008,31,6.091,0.996,33,4.563,1.435,32,4.241,0.625,29
swamp,5,3.486,1.857,35,3.636,1.123,33,4.686,1.489,35,5.914,1.422,35,6.229,0.831,35,4.147,2.046,34,3.647,1.054,34,5.171,1.253,35,4.735,0.816,34
swan,4,4.600,2.440,35,6.636,1.367,33,5.743,2.089,35,6.618,0.805,34,6.829,0.446,35,5.452,1.643,31,2.514,1.105,35,3.353,1.432,34,2.114,1.090,35
swarm,5,4.588,2.002,34,3.441,1.418,34,4.455,1.876,33,4.531,1.541,32,5.143,1.417,35,4.344,1.796,32,4.657,1.372,35,4.441,1.850,34,4.324,0.992,34
sway,4,4.121,1.935,33,5.229,1.221,35,4.647,1.661,34,3.941,1.571,34,5.457,1.441,35,4.788,1.610,33,4.057,1.286,35,3.412,1.417,34,3.706,0.859,34
sweat,5,4.971,2.358,34,4.457,1.679,35,4.735,2.077,34,5.944,1.332,36,5.970,1.141,33,6.438,1.029,32,3.778,1.436,36,3.286,1.523,35,5.667,1.054,36
sweater,7,3.697,2.022,33,5.515,1.077,33,5.071,0.961,28,6.500,0.764,30,6.667,0.650,30,4.923,1.999,26,3.807,1.595,31,3.406,1.086,32,3.774,1.038,31
sweatshirt,10,3.485,1.811,33,5.656,1.240,32,5.242,1.181,33,6.563,0.899,32,6.424,0.922,33,6.031,1.425,32,3.576,1.303,33,3.500,1.658,32,5.188,0.950,32
sweaty,6,3.636,2.227,33,3.091,1.164,33,4.219,2.011,32,5.206,1.510,34,5.970,1.267,33,6.000,1.199,32,3.147,0.912,34,3.500,1.458,32,5.576,1.207,33
sweep,5,3.743,1.872,35,4.829,1.298,35,5.758,1.615,33,5.152,1.540,33,5.515,1.520,33,5.063,1.560,32,3.143,1.018,35,3.647,1.370,34,3.515,1.158,33
sweeper,7,3.677,1.921,34,5.061,1.071,33,5.281,1.231,32,5.303,1.605,33,4.742,1.436,31,3.290,1.782,31,4.121,1.148,33,3.323,1.089,31,4.563,0.998,32
sweet,5,6.200,2.175,35,7.647,1.453,34,5.206,1.471,34,4.394,1.999,33,5.114,1.785,35,6.471,0.882,34,2.059,0.906,34,3.086,1.402,35,2.147,0.912,34
sweet (nice),5,5.667,1.964,33,7.971,1.043,34,5.559,1.538,34,3.029,1.248,34,4.059,1.748,34,6.576,0.698,33,2.765,1.415,34,3.824,1.706,34,1.912,1.095,34
sweet (sugar),5,5.794,2.041,34,6.912,1.222,34,4.914,2.075,35,4.794,1.728,34,5.177,1.671,34,6.441,0.914,34,2.029,0.857,34,3.486,1.697,35,2.514,0.906,35
sweetheart,10,6.029,2.229,34,7.242,1.577,33,4.765,2.059,34,3.735,1.754,34,4.647,1.661,34,5.706,1.362,34,3.382,1.456,34,3.618,1.456,34,2.118,0.993,34
sweets,6,6.657,1.897,35,6.735,1.668,34,5.636,1.997,33,6.618,0.687,34,6.677,0.580,34,6.419,0.943,31,1.912,1.147,34,2.429,1.661,35,2.941,0.906,34
swift,5,5.059,1.984,34,6.000,1.498,33,5.771,1.289,35,3.000,1.146,35,3.364,1.534,33,4.688,1.685,32,4.314,1.214,35,3.118,1.278,34,3.767,1.174,30
swift (bird),5,4.500,2.104,34,5.735,1.220,34,5.697,1.732,33,5.939,1.476,33,5.188,1.845,32,4.281,2.154,32,4.688,1.550,32,2.543,1.360,35,2.882,1.132,34
swift (quick),5,5.581,2.044,31,6.258,0.983,31,5.774,1.995,31,3.273,1.562,33,3.625,1.672,32,5.355,1.284,31,4.485,1.258,33,3.067,1.237,30,3.438,1.171,32
swim,4,4.758,2.189,33,5.829,1.665,35,6.086,1.730,35,6.030,1.243,33,6.412,0.844,34,6.406,0.996,32,2.343,0.715,35,3.829,1.108,35,3.936,0.878,31
swimmer,7,4.839,1.706,31,6.118,1.022,34,5.485,1.395,33,6.031,1.104,32,6.152,1.209,33,5.567,1.476,30,2.794,0.963,34,3.697,1.291,33,4.177,1.271,34
swimming,8,5.100,1.972,30,6.097,1.489,31,6.094,1.284,32,4.966,1.402,29,5.867,1.204,30,5.815,1.123,27,2.606,0.851,33,3.781,1.023,32,3.714,1.064,28
swindle,7,3.645,1.944,31,2.839,1.370,31,4.767,2.171,30,2.867,1.431,30,2.833,1.293,30,3.147,1.957,34,5.897,1.094,29,3.821,1.338,28,4.469,1.030,32
swing,5,5.394,2.131,33,5.758,1.256,33,5.677,1.280,31,5.781,1.386,32,6.194,1.029,31,6.065,1.243,31,2.063,0.747,32,3.906,1.284,32,3.438,0.899,32
sword,5,5.714,2.300,35,4.147,1.353,34,6.212,1.996,33,6.618,0.687,34,6.677,0.468,34,5.121,1.771,33,2.686,0.949,35,4.029,1.339,34,5.829,1.028,35
syllable,8,3.471,1.835,34,5.303,0.674,33,5.030,1.058,33,4.364,2.027,33,3.273,1.911,33,4.909,1.583,33,4.543,1.155,35,3.143,1.533,35,3.636,0.731,33
symbol,6,4.636,2.086,33,5.469,1.030,32,5.576,1.793,33,4.387,1.717,31,4.576,2.031,33,6.000,1.065,30,4.059,1.514,34,3.424,1.688,33,3.914,1.131,35
sympathy,8,5.294,2.217,34,6.088,1.853,34,5.177,2.189,34,2.206,1.231,34,3.324,1.640,34,5.853,1.240,34,4.794,1.231,34,4.794,1.410,34,2.088,0.919,34
symphony,8,5.382,2.389,34,6.971,1.175,34,5.030,1.784,33,5.000,1.531,35,4.457,1.794,35,3.750,1.768,32,5.727,1.081,33,5.529,1.194,34,2.886,1.430,35
symptom,7,4.226,1.913,31,3.500,1.275,32,3.265,1.400,34,3.970,1.696,33,3.971,1.774,34,5.871,1.338,31,4.824,1.382,34,4.394,1.455,33,3.849,0.744,33
synagogue,9,2.971,1.524,34,5.121,0.769,33,4.353,1.625,34,6.375,0.992,32,5.813,1.424,32,3.941,2.028,34,5.818,0.936,33,5.212,1.320,33,4.563,0.899,32
syphilis,8,5.065,2.614,31,1.677,0.778,31,3.233,1.820,30,5.125,1.672,32,2.933,1.788,30,3.500,1.750,32,6.656,0.734,32,3.906,1.487,32,4.226,1.156,31
syringe,7,5.469,2.372,32,3.438,1.731,32,3.645,1.910,31,6.552,0.674,29,6.400,0.663,30,5.039,1.652,26,4.969,1.447,32,2.438,1.223,32,4.032,0.967,31
system,6,3.813,2.157,32,4.771,1.044,35,4.265,2.133,34,3.971,1.732,35,3.600,1.870,35,5.091,1.621,33,4.486,1.052,35,4.906,1.208,32,4.606,0.649,33
table,5,3.357,1.674,28,5.129,0.609,31,5.033,1.140,30,6.704,0.597,27,6.792,0.406,24,6.733,0.629,30,2.313,1.044,32,3.875,1.364,32,4.000,0.679,26
table (chart),5,2.943,1.851,35,4.971,1.000,35,5.229,1.197,35,5.686,1.347,35,6.086,1.079,35,5.912,1.172,34,4.143,1.312,35,3.500,1.356,34,4.743,1.024,35
table (desk),5,3.171,1.828,35,5.200,0.821,35,5.206,0.994,34,6.743,0.648,35,6.647,0.936,34,6.571,0.838,35,2.057,0.532,35,3.943,1.351,35,4.457,0.996,35
tablespoon,10,2.636,1.611,33,5.485,0.892,33,5.303,1.660,33,6.546,0.924,33,6.758,0.494,33,6.188,1.467,32,2.909,0.866,33,2.303,1.527,33,3.485,0.989,33
taboo,5,5.657,2.390,35,3.206,1.255,34,4.118,1.952,34,2.286,1.446,35,2.429,1.517,35,3.647,1.861,34,5.886,1.389,35,4.571,1.555,35,4.086,1.131,35
tact,4,3.677,2.232,34,5.758,1.457,33,5.182,1.914,33,2.600,1.458,35,2.371,1.173,35,4.424,1.776,33,6.000,1.213,34,3.943,1.218,35,3.412,1.497,34
tail,4,3.939,1.890,33,5.000,0.935,32,5.281,0.838,32,6.161,0.883,31,6.344,0.775,32,5.900,1.469,30,2.143,0.798,35,2.647,1.326,34,3.971,0.954,34
take,4,4.265,2.368,34,4.382,1.213,34,6.636,1.738,33,4.118,1.676,34,3.886,1.635,35,6.219,1.363,32,2.147,1.088,34,4.114,1.368,35,4.324,0.898,34
tale,4,5.029,2.407,34,5.889,1.370,36,6.029,1.671,34,3.286,1.560,35,4.235,2.101,34,5.844,1.149,32,2.886,1.410,35,3.743,1.696,35,3.528,1.041,36
talent,6,6.515,1.725,33,7.594,1.247,32,6.606,1.687,33,3.281,1.681,32,4.364,1.936,33,5.966,1.159,29,3.606,0.983,33,5.424,1.349,33,3.727,1.136,33
talented,8,6.588,1.647,34,8.206,0.719,34,6.912,1.652,34,2.824,1.636,34,4.333,1.820,33,6.300,0.823,30,3.667,0.974,33,5.344,1.162,32,3.576,1.016,33
tall,4,5.094,2.323,32,6.324,1.181,34,6.406,2.029,32,5.294,1.600,34,6.441,1.006,34,6.125,1.364,32,2.114,0.919,35,5.485,1.306,33,5.559,0.945,34
tame,4,3.424,1.810,33,5.485,1.459,33,4.485,2.190,33,3.061,1.575,33,3.667,1.980,33,5.156,1.734,32,4.091,1.055,33,3.438,1.391,32,3.219,0.819,32
tamper,6,4.706,1.963,34,3.147,1.309,34,5.057,1.926,35,3.727,1.562,33,3.382,1.681,34,3.909,1.730,33,5.686,1.036,35,3.853,1.263,34,4.000,1.085,34
tandem,6,4.036,2.009,28,5.500,1.148,30,4.214,1.176,28,4.613,1.878,31,4.643,2.004,28,3.235,1.573,34,5.774,1.475,31,3.793,1.399,29,3.714,0.881,28
tangerine,9,4.343,2.124,35,5.743,0.905,35,5.486,1.746,35,6.543,0.873,35,6.514,0.967,35,5.629,1.311,35,2.714,1.385,35,2.029,1.207,35,3.371,0.988,35
tango,5,5.879,2.056,33,5.912,1.358,34,5.355,1.514,31,5.242,1.280,33,5.323,1.574,31,4.500,2.092,32,4.788,1.430,33,3.455,1.479,33,3.147,1.141,34
tango (dance),5,6.500,1.819,34,6.559,1.117,34,6.515,1.811,33,5.343,1.492,35,6.121,1.094,33,3.970,1.962,33,4.941,1.110,34,3.829,1.320,35,2.765,1.165,34
tango (drink),5,4.500,2.159,34,5.813,1.310,32,5.636,1.096,33,6.353,1.082,34,6.353,1.135,34,5.424,1.843,33,4.000,1.609,34,2.765,1.395,34,3.970,0.717,33
tank,4,4.457,2.285,35,4.000,1.740,35,4.914,2.677,35,6.382,0.805,34,6.471,0.737,34,5.406,1.730,32,3.343,1.264,35,5.353,1.607,34,5.743,1.155,35
tank (army),4,4.250,2.693,32,3.355,1.536,31,4.406,2.935,32,6.788,0.477,33,6.419,1.158,31,5.625,1.654,32,3.212,1.200,33,5.645,1.637,31,6.375,0.820,32
tank (fish),4,3.471,2.047,34,5.371,1.149,35,5.171,1.576,35,6.758,0.552,33,6.794,0.472,34,5.529,1.613,34,3.057,1.013,35,3.257,1.592,35,4.371,0.865,35
tank (storage),4,3.265,1.990,34,5.412,0.878,34,5.121,1.320,33,6.029,1.175,34,5.303,1.586,33,4.906,1.608,32,4.229,1.244,35,4.849,1.760,33,5.303,1.114,33
tanker,6,3.655,2.005,29,4.300,1.320,30,5.267,2.235,30,6.036,1.149,28,5.556,1.685,27,3.345,1.825,29,5.414,1.352,29,5.724,1.142,29,5.458,1.040,24
tape,4,3.171,1.812,35,5.086,0.732,35,4.909,1.311,33,5.912,1.197,34,5.971,1.295,34,5.625,1.781,32,2.971,1.014,34,2.452,1.073,31,4.182,0.833,33
taper,5,3.393,1.543,28,5.039,0.517,26,4.704,0.853,27,4.704,1.486,27,4.500,1.658,28,3.250,1.658,32,6.179,0.847,28,2.963,1.105,27,3.931,1.048,29
tapestry,8,3.743,2.260,35,5.909,1.055,33,5.441,1.241,34,6.059,1.305,34,6.029,1.272,34,3.677,1.905,34,5.200,1.369,35,4.394,1.874,33,2.485,1.209,33
tarantula,9,5.618,2.612,34,3.382,1.715,34,4.400,1.711,35,6.867,0.340,30,6.657,0.715,35,4.813,1.845,32,3.629,1.044,35,3.177,1.757,34,4.636,1.150,33
target,6,5.594,1.982,32,5.212,1.805,33,5.455,2.244,33,5.303,1.446,33,5.794,1.694,34,5.759,1.501,29,3.765,1.330,34,4.250,1.732,32,5.088,1.067,34
tariff,6,3.059,1.679,34,4.059,1.259,34,4.559,1.818,34,4.235,1.573,34,3.177,1.361,34,3.849,1.540,33,6.242,1.045,33,3.882,1.157,34,4.706,1.125,34
taser,5,5.594,2.511,32,2.656,1.162,32,4.258,2.770,31,6.094,1.588,32,5.813,1.446,32,3.188,1.609,32,6.032,1.062,31,3.065,1.480,31,5.273,1.081,33
taste,5,6.182,2.022,33,6.882,1.255,34,5.849,1.672,33,4.152,1.940,33,3.088,1.946,34,6.364,1.039,33,2.353,1.026,34,4.750,1.346,32,3.455,0.742,33
tasty,5,6.912,1.422,34,7.647,1.391,34,5.971,1.823,34,2.939,1.496,33,3.281,1.790,32,6.091,1.125,22,2.818,0.936,33,4.273,1.023,33,3.581,1.009,31
taught,6,5.156,1.752,32,6.406,1.296,32,5.194,1.767,31,3.303,1.527,33,2.594,1.455,32,5.786,1.145,28,3.394,1.043,33,4.303,1.141,33,3.533,1.147,30
taxi,4,4.750,1.904,32,5.290,1.113,31,4.968,1.379,31,6.517,0.771,29,6.600,0.663,30,6.483,0.856,29,3.625,1.269,32,4.188,1.184,32,4.679,0.658,28
teach,5,4.900,2.006,30,7.182,1.507,33,6.121,1.855,33,3.656,1.688,32,3.548,1.643,31,6.138,1.136,29,2.515,0.857,33,4.656,1.553,32,3.129,1.100,31
teacher,7,4.970,1.850,33,6.364,1.755,33,4.219,2.190,32,5.393,1.520,28,5.276,1.617,29,6.379,0.925,29,2.333,0.910,33,4.241,1.406,29,2.781,0.992,32
team,4,4.968,1.675,31,6.807,1.424,31,5.516,1.794,31,4.600,1.254,30,5.033,1.251,30,6.130,1.329,23,3.000,1.016,31,5.161,1.050,31,4.483,1.221,29
tease,5,6.774,1.660,31,4.625,1.576,32,5.000,2.016,32,2.875,1.111,32,3.531,1.500,32,5.714,1.129,28,3.469,1.299,32,3.645,1.179,31,2.852,1.008,27
teasing,7,5.943,1.739,35,4.515,1.828,33,4.735,2.133,34,3.529,1.377,34,4.424,1.596,33,5.788,1.320,33,3.206,1.158,34,4.000,1.231,33,3.242,1.181,33
teaspoon,8,3.182,2.249,33,5.343,0.791,35,5.143,1.291,35,6.686,0.666,35,6.618,1.029,34,6.121,1.451,33,2.886,1.237,35,2.029,1.404,34,3.177,0.857,34
technical,9,3.714,1.596,35,5.171,1.159,35,4.788,1.754,33,3.486,1.360,35,3.457,1.537,35,5.457,1.360,35,5.029,1.108,35,4.543,1.380,35,5.571,1.129,35
technicality,12,4.171,1.949,35,4.257,1.317,35,4.429,1.695,35,2.971,1.404,34,2.400,1.571,35,4.294,1.993,34,5.943,1.170,35,4.200,1.721,35,5.029,1.098,34
technician,10,3.094,2.006,32,5.515,1.104,33,5.031,1.380,32,5.849,1.048,33,5.750,1.458,32,5.063,1.819,32,5.546,1.131,33,4.030,1.547,33,5.273,1.309,33
tedious,7,2.912,1.884,34,2.771,1.587,35,4.000,1.970,34,2.657,1.413,35,2.657,1.433,35,4.514,1.610,35,5.829,0.971,35,3.943,1.723,35,4.400,0.869,35
teeth,5,4.548,1.793,31,5.433,0.989,30,5.233,1.820,30,6.621,0.715,29,6.714,0.589,28,6.423,0.927,26,2.065,0.801,31,2.065,1.162,31,3.885,0.577,26
telephone,9,4.000,2.391,35,5.382,0.940,34,5.486,2.034,35,6.485,0.892,33,6.559,0.881,34,6.515,0.989,33,2.771,1.396,35,3.206,1.301,34,3.333,1.198,33
telescope,9,4.735,1.945,34,5.758,1.232,33,5.546,1.104,33,6.267,1.340,30,6.742,0.566,31,5.182,1.660,33,4.206,1.301,34,4.235,1.554,34,5.029,0.857,34
television,10,4.969,2.069,32,5.686,1.526,35,5.353,1.747,34,6.546,0.656,33,6.882,0.322,34,6.529,1.118,34,2.286,0.913,35,4.177,1.504,34,4.543,0.648,35
temerity,8,4.077,2.165,13,4.250,1.521,16,4.333,2.055,15,3.091,1.505,11,2.412,1.849,17,1.735,1.313,34,6.765,0.546,17,4.846,1.167,13,4.563,1.499,16
tempest,7,5.923,2.218,26,3.462,1.365,26,4.654,1.753,26,3.917,1.498,24,3.346,1.859,26,2.939,1.841,33,6.333,0.978,30,5.077,1.207,26,3.708,1.369,24
temple,6,4.529,2.278,34,5.706,1.741,34,4.735,2.266,34,5.794,1.491,34,6.088,1.197,34,5.281,1.875,32,4.121,1.148,33,5.121,1.737,33,3.971,1.339,34
temple (forehead),6,3.941,2.209,34,5.235,0.842,34,5.516,1.160,31,6.182,0.869,33,6.559,0.735,34,4.818,1.749,33,4.771,1.514,35,3.177,1.361,34,3.794,1.132,34
temple (worship),6,4.455,2.076,33,5.697,2.096,33,4.424,2.629,33,6.188,1.333,32,6.353,0.723,34,4.969,1.630,32,4.529,1.218,34,5.313,1.629,32,4.118,1.278,34
tempo,5,4.771,2.281,35,5.514,1.131,35,5.400,1.200,35,3.706,1.600,34,2.829,1.363,35,4.000,1.910,34,5.324,1.322,34,3.727,1.309,33,4.147,0.879,34
tempt,5,6.029,1.599,34,4.177,1.317,34,4.735,2.393,34,2.727,1.309,33,3.344,1.533,32,5.344,1.290,32,5.061,1.347,33,3.824,1.581,34,3.118,1.051,34
temptation,10,6.914,1.556,35,4.294,1.672,34,4.353,2.350,34,2.743,1.537,35,3.571,1.536,35,5.794,1.410,34,5.000,1.309,35,5.371,1.173,35,3.457,1.401,35
tendency,8,3.824,1.706,34,4.765,0.644,34,4.938,1.560,32,2.677,1.156,34,2.382,1.415,34,5.333,1.450,33,5.618,1.213,34,3.971,1.224,34,3.697,1.058,33
tender,6,5.303,2.355,33,7.061,1.613,33,4.758,2.475,33,2.677,1.548,34,3.727,1.543,33,4.886,1.526,35,4.794,1.132,34,4.057,1.413,35,2.441,1.006,34
tender (sensitive),6,5.286,2.385,35,5.879,1.771,33,4.429,1.975,35,2.914,1.461,35,3.265,1.400,34,5.333,1.450,33,4.441,1.333,34,3.294,1.544,34,2.324,0.865,34
tender (soft),6,6.257,1.842,35,7.086,1.360,35,5.324,2.323,34,3.265,1.441,34,3.886,1.703,35,5.771,1.354,35,4.429,1.777,35,3.618,1.351,34,1.941,0.968,34
tennis,6,4.677,2.319,31,5.871,1.385,31,5.636,1.410,33,6.031,1.630,32,6.742,0.566,31,6.100,1.136,30,3.394,0.983,33,3.548,1.316,31,4.290,0.957,31
tense,5,4.114,2.290,35,3.571,1.440,35,4.094,1.990,32,3.091,1.676,33,3.794,1.762,34,5.758,1.156,33,4.943,1.094,35,3.971,1.341,35,4.457,0.905,35
tense (strained),5,5.147,2.303,34,2.971,1.341,35,3.970,2.153,33,3.515,1.373,33,4.129,1.718,31,5.500,1.377,34,5.061,1.391,33,4.303,1.337,33,4.546,1.305,33
tense (verb),5,3.515,2.231,33,4.303,1.000,33,4.727,1.675,33,3.088,1.463,34,2.969,1.896,32,4.939,1.613,33,4.706,1.099,34,3.344,1.189,32,4.500,0.978,34
tension,7,5.625,2.162,32,3.364,1.096,33,4.065,1.740,31,3.161,1.608,31,4.031,1.759,32,5.938,1.248,32,5.129,1.211,31,4.742,1.391,31,4.576,1.232,33
tent,4,3.629,2.071,35,4.857,0.960,35,5.429,1.460,35,6.457,0.936,35,6.588,0.974,34,5.697,1.507,33,3.000,1.069,35,3.286,1.578,35,5.088,1.067,34
