NUMBER	ENGLISH	Imagery mean	Imagery SD	AOA mean	AOA_SD	Familiarity mean	Familiarity SD	Concreteness mean	Concreteness SD	Meaning uncertainty	Thorndike-Lorge frequency
1640	squire	4.65	1.96	5.25	1.11	3.23	1.29	5.23	1.59	0	29
1641	stable	5.87	1.4	2.92	0.8	5.1	1.4	6.34	1.37	0.85	39
1642	staff	4.84	1.57	4.03	0.8	5.77	1.19	5.37	1.57	0.48	37
1643	stain	5.03	1.67	3.11	0.61	5.48	1.36	5.49	1.27	0	28
1644	stalk	4.89	1.43	4.22	1.03	4.04	1.17	5.57	1.4	1.13	27
1645	standard	3.19	1.66	4.72	0.99	5.48	1.25	3.21	1.73	0.84	50
1646	stanza	4.08	1.91	6.17	0.9	3.37	1.45	4.71	1.67	0	29
1647	starch	4.84	2.11	4.89	1.17	4.28	1.27	5.66	1.49	1.52	10
1648	statement	3.92	1.73	4.81	0.94	5.05	1.24	3.83	1.66	0.67	50
1649	station	5.76	1.38	3	0.88	5.76	1	6.14	0.9	0.99	100
1650	statue	5.68	1.45	4.06	1.1	4.44	1.35	6.34	0.95	0	32
1651	steak	6.49	0.89	3.29	0.88	5.32	1.34	6.69	0.62	0	14
1652	steam	5.7	1.49	3.08	0.68	5.51	1.25	5.54	1.38	0	50
1653	steeple	5.97	1.33	3.61	0.89	3.86	1.35	6.21	1.32	0	9
1654	step	5.32	1.54	2.67	0.67	6.07	1.04	5.43	1.48	1.68	100
1655	steppingstone	5.59	1.34	3.92	1.14	3.48	1.31	6.06	1.33	0	1
1656	stew	5.84	1.42	2.83	0.65	5.1	1.25	6.49	0.69	0.29	11
1657	stile	5.08	1.88	4.44	1.59	3.69	1.33	5.88	1.69	0	4
1658	sting	5.59	1.4	2.61	0.89	4.8	1.61	5.31	1.53	0	28
1659	stipend	2.19	1.47	6.5	0.8	2.46	1.24	4.03	1.83	0	1
1660	stoat	4.89	1.75	4.17	0.87	3.52	1.29	6.57	0.69	0	1
1661	stoic	3.46	1.99	6.39	0.86	3.02	1.17	3	1.53	0	2
1662	stool	5.92	1.38	2.03	0.73	5.69	1.31	6.49	1.02	0.17	16
1663	stork	5.76	1.42	3.56	0.72	3.93	1.35	6.49	0.81	0.47	8
1664	stove	5.92	1.36	2.97	0.8	4.59	1.71	6.37	1.02	0.17	40
1665	strain	4.08	1.89	4.22	1	5.33	1.27	3.37	1.49	1.47	50
1666	stranger	4.6	1.65	3.22	0.79	5.22	1.37	4.54	1.84	0.35	50
1667	straw	5.78	1.44	2.89	0.77	4.83	1.28	6.46	0.94	0.38	41
1668	strength	4.78	1.91	3.25	0.89	5.69	1.08	3.54	1.63	0	100
1669	stride	4.68	1.25	4.39	1.18	4.38	1.37	4.17	1.38	0	18
1670	stripe	5.68	1.42	3.08	1.01	4.57	1.6	5.77	1.29	0	14
1671	strop	2.14	1.68	6.47	0.87	2.36	1.2	3.66	1.9	0	1
1672	strut	4.43	1.76	5.11	1.02	3.68	1.29	4.4	1.74	0.17	8
1673	student	6.27	1.11	4.81	0.99	6.56	0.8	5.63	1.4	0	50
1674	stump	5.05	1.54	3.72	0.93	4.07	1.2	5.89	1.04	1.66	27
1675	style	4.27	1.73	4.19	0.91	5.49	1.19	3.06	1.43	0	50
1676	subaltern	2.73	1.93	6.75	0.49	2.24	0.93	4.26	2.02	0	1
1677	subject	4.24	1.58	4.17	1.01	5.9	1.15	4.14	1.59	1.37	100
1678	submarine	5.87	1.28	3.81	0.91	4.05	1.56	6.26	1.16	0	12
1679	subsection	2.89	1.5	6.31	0.74	3.3	1.29	3.71	1.72	0	2
1680	substance	3.54	2.03	4.83	1.01	5.06	1.23	4.97	1.75	0.17	50
1681	substitute	3.73	1.64	4.64	1.08	5.09	1.17	3.69	1.63	0	29
1682	substratum	2.5	1.8	6.61	0.95	2.33	1.23	3.65	1.86	0	1
1683	success	4.49	1.52	4.11	0.91	5.68	1.15	2.88	1.76	0	100
1684	succour	3.03	1.62	6.14	0.82	2.82	1.11	3.03	1.7	0	7
1685	suds	5.3	1.67	3.69	1.17	3.99	1.48	5.54	1.27	0	3
1686	sufferance	3.32	1.59	5.97	0.87	3.69	1.25	2.49	1.5	0	3
1687	suggestion	3.51	1.67	4.61	0.89	5.64	1.18	3.31	1.58	0	44
1688	suite	5	1.8	4.58	1.04	4.4	1.49	5.46	1.44	0	8
1689	sum	4.62	1.78	2.78	0.63	5.41	1.23	4.11	1.91	1.31	50
1690	summer	6.24	1.08	2.53	0.6	6.12	0.9	4.51	1.57	0	100
1691	sun	6.73	0.55	1.81	0.62	6.59	0.54	6.4	0.9	0	100
1692	sunlight	6.49	0.72	2.89	0.88	5.23	1.42	5.37	1.44	0	32
1693	sunshine	6.61	0.72	2.06	0.85	6.27	0.87	5.51	1.25	0	46
1694	superfluity	2.38	1.65	6.47	0.76	2.49	1.1	2.23	1.04	0	1
1695	supper	6.16	1.03	2.5	0.87	6.13	0.81	6.2	0.89	0	50
1696	supply	3.46	1.59	4.17	0.87	5.34	1.2	3.71	1.6	0	100
1697	supposition	2.76	1.48	6.19	0.78	3.96	1.27	2.71	1.47	0	3
1698	surface	4.59	1.7	3.78	0.85	5.73	1.2	4.6	1.78	0.54	50
1699	surprise	4.57	1.7	3.22	0.82	5.83	1.06	3.23	1.48	0	100
1700	surrender	4.38	1.84	3.86	1.11	4.88	1.06	3.57	1.7	0	27
1701	suspect	3.83	1.97	4.72	1.02	4.88	1.35	3.83	1.92	1.5	36
1702	suspicion	3.92	1.96	4.78	0.75	4.7	1.34	2.54	1.27	0	28
1703	swallow	5.78	1.45	3.08	1.09	5	1.37	6.2	1.14	0.85	48
1704	sward	2.13	1.88	6.5	0.76	1.55	0.78	3.66	1.91	0	1
1705	sweep	5.19	1.62	2.81	0.97	4.8	1.39	4.82	1.99	1.15	44
1706	swell	4.16	1.52	4.28	1.04	4.43	1.51	4.2	1.35	0.99	50
1707	swim	5.92	1.4	2.56	0.68	5.42	1.54	4.91	1.63	0	50
1708	sword	5.95	1.35	3.42	0.86	4.17	1.52	6.54	0.77	0	50
1709	sycamore	5.68	1.42	3.81	1.15	3.69	1.48	6.4	1.2	0	4
1710	syllable	3.81	1.94	4.97	0.96	4.73	1.4	3.63	1.74	0	11
1711	sympathy	4.08	1.82	4.64	0.85	5.01	1.28	2.69	1.53	0	43
1712	synod	2.35	1.68	6.83	0.44	2.15	1	4.06	2.04	0	1
1713	system	3.46	1.78	4.61	0.95	5.88	0.99	3.57	1.81	0	100
1714	tablespoon	6.06	1.37	2.58	0.95	5.85	1.27	6.18	1.34	0	24
1715	tack	5.35	1.63	3.63	0.86	4.32	1.48	5.91	1.42	1.01	9
1716	tailor	5.05	1.86	3.78	0.75	4.17	1.31	5.6	1.53	0	32
1717	talent	4.05	1.8	4.19	0.91	5.23	1.18	2.83	1.61	0	26
1718	tally	3.14	1.53	5.36	1	3.74	1.28	3.29	1.73	0	2
1719	tap	5.51	1.78	2.22	0.79	6.22	1.22	6.06	1.31	1.22	32
1720	tape	5.24	1.65	4.06	1.13	5.64	1.22	5.91	1.34	1.16	8
1721	tarn	3.05	2.14	6.06	1.1	2.51	1.15	4.06	2.11	0	1
1722	task	4.16	1.65	3.92	0.86	5.14	1.18	4.17	1.78	0	50
1723	tax	4.65	1.88	4.69	0.94	5.19	1.29	4.66	2	0	50
1724	teacher	6	1.43	2.47	0.5	5.96	1.19	6.29	1.03	0	100
1725	tear	5.97	1.13	2.64	0.71	5.65	1.33	5.6	1.4	1	100
1726	technicality	2.68	1.49	6.08	0.8	3.9	1.28	3.03	1.61	0	1
1727	telegraph	5.24	1.57	4.36	0.82	4.6	1.34	5.74	1.44	0	29
1728	temper	4.95	1.83	3.33	0.78	5.75	0.98	3.54	1.7	0	39
1729	temptation	3.97	1.88	4.54	1.02	4.94	1.3	2.54	1.44	0	15
1730	tendency	2.49	1.5	5.25	0.98	5.2	1.28	2.2	1.21	0	27
1731	tent	6.27	1.08	2.83	0.73	4.94	1.35	6.6	0.64	0	50
1732	term	4.27	1.6	3.94	0.97	5.88	1.05	3.86	1.87	1.37	50
1733	territory	4.51	1.57	4.86	0.92	4.65	1.13	4.74	1.61	0	50
1734	terror	4.89	1.71	3.81	0.88	4.95	1.31	3.23	1.55	0	48
1735	text	4.43	1.79	4.86	1.25	5.11	1.44	5.18	1.54	0	17
1736	thane	2.57	1.78	6.42	0.72	2.31	0.92	3.86	2.03	0	1
1737	thaw	5.24	1.34	3.81	0.88	4.84	1.34	3.97	1.73	0	8
1738	theft	4.53	1.62	3.86	1	4.56	1.56	3.57	1.52	0	6
1739	theologian	3.81	2.18	6.69	0.52	3.4	1.43	4.4	1.84	0	2
1740	theory	3.08	1.87	5.57	0.96	5.41	1.12	2.66	1.49	0	50
1741	thermometer	5.78	1.63	3.89	1.06	4.7	1.5	6.54	0.94	0	12
1742	thicket	4.84	1.7	4.69	0.84	3.82	1.16	6.11	0.82	0	19
1743	thief	5.13	1.51	3.22	0.82	5.11	1.27	5.32	1.55	0	28
1744	thinker	4.11	1.97	4.08	1.04	4.74	1.16	4.11	1.8	0	3
1745	thistle	6.3	0.96	3.33	0.75	4.63	1.36	6.46	0.81	0	8
1746	thong	4.54	1.98	5.53	0.96	3.35	1.4	5.69	1.51	0	4
1747	thought	3.78	2.02	3.47	0.96	6.36	0.87	2.66	1.94	0	100
1748	thread	5.86	1.58	2.67	0.78	5.52	1.24	6.4	0.9	0.17	50
1749	threat	4.41	1.75	3.94	0.66	5.15	1.25	3.43	1.76	0	17
1750	thrill	4.89	1.72	4.03	0.87	5.04	1.36	3.17	1.42	0	46
1751	throw	4.73	1.9	2.64	0.86	5.62	1.21	3.89	1.82	0	50
1752	thumb	6.05	1.47	1.83	0.69	6.01	1.36	6.77	0.54	0	27
1753	thyme	5.03	1.87	5.78	1	3.38	1.18	6.63	0.8	0	2
1754	ticket	6.22	1.17	2.94	0.66	6.18	1.07	6.2	1.21	0	50
1755	tide	5.62	1.55	3.31	0.74	4.89	1.31	5.29	1.48	0.39	46
1756	timber	5.59	1.36	4.03	0.76	4.4	1.26	6.09	1.25	0	30
1757	tin	5.38	1.63	2.86	0.79	5.75	1.28	6.26	1.1	0.97	36
1758	ting	3.22	2.42	4.92	1.88	1.9	1.11	3.51	1.83	0	1
1759	tip	4.81	1.69	3.28	0.93	5.01	1.36	4.74	1.76	2.29	50
1760	title	4.19	1.69	3.75	0.86	5.23	1.13	3.89	1.64	0.88	50
1761	tobacco	6.13	1.04	3.66	1.15	5.27	1.44	6.57	0.65	0	36
1762	toe	6.11	1.37	1.94	0.66	5.71	1.28	6.49	0.81	0	35
1763	token	4.22	1.69	4.5	0.83	4.73	1.36	4.83	1.72	1.69	13
1764	tomb	5.92	1.28	4.11	0.7	4.07	1.3	6.06	1.17	0	22
1765	ton	4.7	1.67	3.86	0.89	4.65	1.47	4.37	1.93	0	49
1766	tool	5.41	1.76	3	0.78	5.19	1.45	6.17	1.13	0	40
1767	topic	4	1.82	4.83	0.96	4.95	1.32	3.69	1.85	0.82	19
1768	torment	3.92	2.07	4.72	1.39	3.98	1.39	2.8	1.72	0	18
1769	torture	5.86	1.45	4.08	1.06	4.48	1.35	4.49	1.75	0	25
1770	touch	4.62	1.76	2.69	0.74	5.9	1.27	4.26	1.63	0.57	100
1771	tower	5.81	1.39	3.53	0.9	4.78	1.35	6.09	1.08	0.45	50
1772	toy	5.83	1.42	1.64	0.63	5.41	1.35	6.29	0.94	0.17	49
1773	track	5.05	1.59	3.83	0.93	5.14	1.23	5.74	1	2.36	50
1774	tradition	3.76	1.71	4.86	0.98	5.13	1.04	2.54	1.7	0	37
1775	trail	4.84	1.64	3.86	0.71	4.69	1.42	5.06	1.33	1.45	50
1776	trance	5.05	1.63	4.81	0.7	4.4	1.25	3.71	1.7	0	5
1777	transfer	3.19	1.84	4.89	1.22	5.02	1.23	3.29	1.84	0.97	28
1778	transformer	4.05	1.96	5.92	1.09	3.97	1.32	5.4	1.81	0.65	2
1779	translation	3.46	1.6	5.56	0.83	4.95	1.24	3.69	1.55	0	13
1780	transportation	4.11	1.96	5.28	0.99	4.18	1.44	3.74	1.78	0	25
1781	traveller	4.97	1.52	3.64	0.86	4.94	1.21	5.11	1.63	0	50
1782	treatment	4.14	1.74	4.33	0.97	5.29	1.15	3.43	1.59	0.57	41
1783	treaty	3.27	1.52	5.36	1.08	3.72	1.27	3.63	1.66	0	50
1784	tremor	4.97	1.44	5.11	0.88	4.01	1.39	5.06	1.39	0	3
1785	trial	5.05	1.69	4.33	1.08	4.81	1.44	4.03	1.65	1.05	50
1786	trick	4.65	1.7	3.08	0.76	5.31	1.31	3.97	1.72	1.49	50
1787	trim	3.84	1.62	3.67	1.03	4.56	1.6	3.94	1.79	1.18	42
1788	trip	4.95	1.86	3.14	0.79	5.43	1.33	4.54	1.75	1.3	100
1789	triumph	5.11	1.75	4.58	0.83	4.57	1.26	3.14	1.71	1.23	41
1790	troop	4.76	1.46	4.06	1.13	4.3	1.29	5.14	1.44	0.57	50
1791	trouble	4.11	1.61	3.22	0.82	5.98	0.91	3.17	1.52	0.66	100
1792	trout	6	1.21	3.94	1	4.44	1.48	6.74	0.44	0	17
1793	trunk	5.35	1.8	3.28	1.04	4.85	1.47	6.29	1	1.47	48
1794	trust	3.57	1.97	4	0.94	5.38	1.3	2.49	1.52	0.38	100
1795	try	3.54	1.97	2.29	0.91	6.51	0.97	2.49	1.54	0.38	100
1796	tuck	4.22	1.82	3.42	1.28	4.52	1.31	4.49	1.71	1.43	22
1797	tumble	4.57	1.5	3.5	1.07	4.44	1.31	4.14	1.53	0	30
1798	tunie	5.42	1.55	4.06	1.05	3.66	1.45	6.12	1.18	0	5
1799	turn	4.03	1.91	2.33	0.62	6.04	1.19	3.77	1.64	1.79	100
1800	turner	3.51	1.31	5.17	1.14	3.68	1.36	4.77	1.84	1.99	5
1801	tush	1.49	1.03	6.56	0.96	1.57	0.74	2.79	1.59	0	1
1802	tweed	5.46	1.57	4.19	1.22	4.29	1.46	6	1.35	0.34	7
1803	twilight	6.13	1.17	4.11	0.91	4.14	1.34	4.29	1.67	0	29
1804	type	3.59	1.84	3.83	0.76	5.67	1.36	3.03	1.65	0.88	100
1805	typewriter	6.03	1.3	3.89	0.97	4.9	1.31	6.63	0.68	0	12
1806	tyrant	5	1.76	4.92	1.01	3.87	1.2	4.83	1.73	0	13
1807	ulcer	5.22	1.76	5.17	0.87	4.23	1.46	5.86	1.36	0	1
1808	umbrella	6.05	1.39	3.06	0.81	4.78	1.45	6.6	0.76	0	13
1809	unanimity	2.22	1.47	6.61	0.59	2.69	1.16	2.37	1.24	0	1
1810	unbelief	3.38	1.81	4.89	1.02	3.66	1.52	2.49	1.61	0	1
1811	unbeliever	3.51	1.95	4.86	0.79	3.83	1.65	3.63	1.91	0	1
1812	uncertainty	2.89	1.81	5.22	0.85	4.51	1.23	2.23	1.12	0	8
1813	uncle	5.51	1.85	1.92	0.76	5.57	1.04	6.06	1.04	0	100
1814	unconcern	3.28	1.76	5.03	0.9	3.8	1.31	2.4	1.31	0	2
1815	unction	2.19	1.54	6.69	0.52	2.39	1.15	3.03	1.58	0	1
1816	underbrush	3.13	1.82	5.75	1.14	2.51	1.01	4.86	1.79	0	8
1817	undergraduate	5.24	1.63	6.39	0.79	5.3	1.36	5.2	1.43	0	2
1818	understanding	3.83	1.88	4.42	1.11	5.59	1.24	2.59	1.4	0	50
1819	undertaking	2.84	1.37	5.19	0.91	4.3	1.08	2.94	1.67	1.4	11
1820	undoing	2.89	1.47	4.39	1.11	3.96	1.3	2.46	1.36	1.45	3
1821	undulation	3.75	1.82	6.14	0.98	3.09	1.31	3.71	1.52	0	1
1822	uneasiness	4.17	1.89	4.75	0.98	4.51	1.5	2.14	1.29	0	8
1823	unhappiness	4.67	1.73	3.53	1.04	4.94	1.55	2.2	1.39	0	3
1824	unification	3.28	1.95	6.47	0.76	3.56	1.52	2.18	1.25	0	1
1825	uniform	5.97	1.24	3.31	1.13	4.84	1.19	5.77	1.42	0.81	50
1826	union	5.32	1.61	5.03	1.01	5.95	0.95	4.63	1.88	0	100
1827	unit	3.43	2.12	4.11	0.99	5.22	1.31	3.6	1.81	1.29	29
1828	university	6.43	0.82	4.97	1.01	6.37	0.96	5.49	1.42	0	50
1829	unknown	3.03	1.98	4.06	1.03	5.48	1.21	2.06	1.31	0	50
1830	unpleasantness	4.31	1.93	4.39	0.92	4.41	1.61	2.54	1.64	0	1
1831	unreality	3.36	1.99	5.25	1.06	4.09	1.57	1.57	0.84	0	1
1832	unrest	3.76	1.81	4.81	0.99	4.1	1.42	2.83	1.36	0	6
1833	unselfishness	3.32	1.73	5.11	1.15	4.36	1.36	2.14	1.17	0	1
1834	upheaval	4.3	1.66	4.94	1.15	3.9	1.25	3.17	1.44	0	2
1835	upholstery	4.84	1.79	5.08	1.16	3.8	1.39	6	1.04	0	2
1836	upright	4.35	1.85	4.36	1.08	4.63	1.3	3.31	1.54	0	29
1837	upset	4.06	1.96	3.29	0.7	5.37	1.25	2.74	1.4	1.01	20
1838	urchin	5.35	1.8	4.69	1.02	3.32	1.13	5.97	1.38	0.73	5
1839	urn	5.59	1.5	4.42	0.89	3.61	1.31	6.4	0.9	0	50
1840	usual	2.41	1.51	3.53	0.69	6.04	1.08	2.21	1.08	0	8
1841	usury	1.95	1.9	6.78	0.48	1.76	0.94	2.94	1.39	0	50
1842	utterance	3.19	1.9	5.39	1.11	3.57	1.12	3.6	1.4	0	1
1843	vacation	5.65	1.46	4.58	0.83	4.95	1.34	4.23	1.44	0	12
1844	vale	4.89	1.7	4.81	0.97	3.6	1.52	5.26	1.54	0	33
1845	valley	6.16	1.08	3.39	0.68	4.87	1.39	6.03	1.13	0	13
1846	value	2.95	1.52	4.33	1.13	5.52	1.26	2.49	1.42	0	100
1847	van	5.78	1.32	2.67	0.62	5.42	1.41	6.4	0.9	0	29
1848	vapour	5.11	1.59	5.33	1.03	4.74	1.35	4.91	1.57	0	27
1849	variety	3.78	1.86	4.64	0.85	5.33	1.22	2.91	1.38	0	50
1850	vase	6.03	1.35	2.97	0.69	4.64	1.38	6.4	0.99	0	12
1851	vegetable	6.03	1.05	2.69	0.78	6.09	0.95	6.43	0.77	0	50
1852	veil	5.35	1.7	4.14	0.92	4	1.25	5.97	1.25	0.29	30
1853	velveteen	4.76	2.3	6.36	0.95	2.38	1.13	5.77	1.29	0	1
1854	venom	4.81	1.87	5.31	1.1	3.94	1.27	4.62	1.68	0	5
1855	venture	4.05	1.78	4.92	0.83	4.61	1.11	2.89	1.51	0.84	35
1856	verb	3.27	1.88	4.36	0.82	5.18	1.42	3.31	1.88	0	5
1857	verity	2.46	1.67	6.11	0.87	2.95	1.06	2.6	1.5	0	2
1858	verse	4.95	1.56	3.51	1.02	4.83	1.27	5.2	1.56	0	38
1859	vessel	4.89	1.5	4	0.88	4.33	1.38	5.74	1.36	0.88	50
1860	veto	3.42	1.64	6.36	1.03	3.61	1.21	3.23	1.62	0	6
1861	vice	4.35	1.71	5.17	1.14	4.41	1.39	3.89	2.14	1.76	34
1862	victim	5.46	1.46	4.23	0.86	5.07	1.38	4.51	1.86	0	36
1863	victory	4.84	1.76	4.11	0.94	4.38	1.3	3.69	1.35	0	50
1864	vigil	4.32	1.8	5.5	0.93	3.7	1.42	3.54	1.57	0	3
1865	village	5.89	1.33	3.17	0.99	5.29	1.28	6.11	1.04	0	100
1866	vine	5.7	1.35	4.25	0.89	4.11	1.53	6.35	0.97	0	38
1867	violet	5.78	1.32	3.44	0.8	4.07	1.56	5.86	1.62	0	34
1868	virtue	3.4	1.68	5.11	0.81	4.64	1.15	2.43	1.36	0	50
1869	vision	4.3	1.74	4.11	0.94	5.35	1.31	3.6	1.74	0.54	45
1870	visitor	5.05	1.52	3.11	0.66	5.6	1.16	5	1.43	0	40
1871	vitriol	3	2.15	6.56	0.69	2.35	1.06	4.89	1.74	0	1
1872	voice	4.95	1.74	2.75	0.76	5.96	1.14	5.03	1.46	0	100
1873	volume	4.73	1.48	4.61	0.89	5.4	1.19	3.66	1.53	1.23	50
1874	vote	4.27	1.54	4.86	0.98	5.61	1.17	3.94	1.69	0	100
1875	vow	4.24	1.6	4.58	0.95	4.36	1.21	3.34	1.65	0	37
1876	wad	3.76	1.98	5.25	1.11	3.54	1.36	4.97	1.83	0	2
1877	wage	5.43	1.53	4.28	0.77	5.49	1.1	4.74	1.66	0.17	50
1878	waist	5.49	1.62	3.25	0.92	5.54	1.24	5.83	1.21	0	33
1879	walk	5.05	1.9	2.06	0.57	6.66	0.54	4.74	1.48	0	100
1880	waltz	5.54	1.37	4.42	0.95	4.3	1.38	4.97	1.63	0	3
1881	wand	5.19	1.66	2.72	0.73	3.81	1.57	6	1.04	0	12
1882	war	5.76	1.28	3.14	0.89	5.77	1.04	4.86	1.71	0	100
1883	warehouse	5.08	1.55	4.92	0.86	4.49	1.23	6.09	1.08	0	10
1884	warrior	5.59	1.44	3.74	0.91	3.68	1.13	5.49	1.42	0	37
1885	wash	5.46	1.39	1.86	0.71	6.78	0.42	4.86	1.4	0	100
1886	waste	4.24	1.68	3.54	0.81	5.96	1.16	4.71	1.72	0.97	100
1887	water	6.51	0.95	1.53	0.6	6.7	0.61	6.63	0.59	0	100
1888	watt	3.76	1.88	5.78	0.97	4.36	1.34	3.51	1.89	0	2
1889	wax	5.51	1.39	3.31	0.66	4.58	1.34	6.09	1.13	0	28
1890	weakness	3.92	1.88	3.89	0.84	5.25	1.18	2.46	1.25	0	37
1891	weapon	5.44	1.61	3.75	0.86	4.88	1.27	5.94	1.09	0	42
1892	weather	5.57	1.44	2.92	0.86	6.56	0.69	4.51	1.75	0	100
1893	wedding	6	1.39	3.14	0.67	5.07	1.26	5.31	1.45	0	35
1894	weep	5.41	1.57	3.56	0.8	4.46	1.44	4.54	1.7	0	38
1895	welcome	4.76	1.73	3.42	0.89	5.29	1.26	3.51	1.54	0	50
1896	welt	3.03	2.05	5.78	1.16	2.66	1.04	4.73	1.93	0	1
1897	west	4.53	1.54	3.42	0.72	5.58	1.16	2.97	1.63	0	100
1898	whack	4.92	1.95	3.11	1.17	3.5	1.31	4.17	1.7	0	3
1899	wharf	4.69	1.87	5.42	1.21	3.3	1.24	6.03	1.25	0	12
1900	wheat	5.46	1.5	3.86	0.98	4.51	1.49	6.46	0.73	0	50
1901	wherewithall	1.73	1.18	6.47	0.69	2.91	1.42	2.11	1.62	0	1
1902	wherry	1.62	1.36	6.83	0.55	1.35	0.81	3.82	2.15	0	1
1903	whip	5.89	1.2	3.97	0.76	4.15	1.42	6.34	0.83	0.55	41
1904	whirl	5.05	1.54	3.64	0.95	4.23	1.15	4.09	1.71	0	31
1905	whisper	5.73	1.55	2.56	0.55	5.5	1.16	5.09	1.4	0	50
1906	whiteness	5.81	1.31	3.53	1.17	4.12	1.36	3.89	1.7	0	5
1907	whole	3.59	1.92	2.89	0.97	6.09	1.02	2.71	1.45	0	100
1908	whoop	4.32	2.22	4.14	1.44	3.2	1.37	3.88	1.57	0	7
1909	wick	5.41	1.78	3.53	0.99	4.38	1.59	6.32	1.05	0.67	4
1910	widow	5.11	1.7	4.26	1	4.85	1.48	5.74	1.4	0	34
1911	wiggle	4.97	1.75	3.5	1.32	3.88	1.75	4.17	1.34	0	2
1912	wilderness	5.7	1.41	4.22	0.92	4.05	1.27	5.34	1.49	0	34
1913	willow	5.76	1.46	3.86	0.82	4.05	1.49	6.31	1.12	0	24
1914	win	4.6	1.78	2.69	0.66	5.82	1.11	3.66	1.77	0	100
1915	window	5.89	1.48	2.31	0.91	6.52	0.8	6.34	0.92	0	100
1916	wine	6.19	1.18	4.03	1.09	5.45	1.13	6.54	0.69	0	50
1917	winter	6.32	1.09	2.36	0.86	5.95	1.2	4.97	1.73	0	100
1918	wisdom	3.76	1.79	4.75	1.06	4.63	1.39	2.17	1.28	0	49
1919	witch	6.14	1.09	2.58	0.68	4.15	1.54	5.06	1.74	0	24
1920	witness	4.73	1.5	4.72	0.96	4.96	1.19	4.74	1.7	0	50
1921	woe	3.54	1.94	4.61	1.01	3.59	1.2	2.4	1.4	0	26
1922	woman	6.27	1.18	2.58	0.76	6.44	0.79	6.23	1.02	0	100
1923	wonder	4.08	1.84	3.39	0.76	5.3	1.17	3	1.59	1.85	100
1924	wood	6.11	1.27	2.69	0.66	5.76	1.43	6.54	0.8	0.91	100
1925	woodland	6.14	0.95	3.81	1.02	4.23	1.32	6.17	1.08	0	16
1926	wool	5.92	1.38	2.47	0.76	5.4	1.33	6.43	0.84	0	50
1927	worker	4.92	1.67	3.08	0.98	5.87	1.07	5.57	1.44	0	50
1928	worm	5.84	1.35	2.53	0.76	4.98	1.43	6.46	0.97	0.34	37
1929	worth	3.05	1.71	3.69	0.88	5.72	1.12	2.34	1.12	0.29	100
1930	wound	5.76	1.24	3.72	0.84	4.74	1.27	5.89	1.04	0.17	50
1931	wreck	5.7	1.14	3.69	0.66	4.82	1.42	5.4	1.55	0.54	41
1932	wren	5.57	1.57	3.75	0.89	3.96	1.3	6.66	0.67	0	10
1933	writing	5.46	1.62	2.56	0.6	6.3	0.78	4.83	1.66	0	39
1934	wrong	3.57	1.78	2.44	0.6	5.89	1.12	2.97	1.72	0	100
1935	yacht	6.22	1.09	3.63	0.9	4.4	1.46	6.66	0.71	0	2
1936	yard	5.54	1.31	3.08	0.72	5.2	1.27	6.09	1.22	1.19	100
1937	year	4.41	1.81	2.69	0.62	6.35	0.93	3.83	2.05	0	100
1938	yelp	5.05	1.8	3.78	1.25	3.33	1.38	4.09	1.59	0	5
1939	yew	4.73	2.02	4.83	1.09	3.21	1.31	6.31	1.06	0	5
1940	yore	2.24	1.53	6.17	1.04	2.14	0.78	2.57	1.36	0	6
1941	youth	5.31	1.45	4.31	0.84	5.3	1.24	4.69	1.82	0.29	100
1942	yucca	1.73	1.67	6.94	0.23	1.36	0.95	3.12	2.2	0	1
1943	zone	4.08	1.67	4.78	0.97	4.16	1.42	3.97	1.81	0	26
1944	zoologist	4.76	1.92	5.83	0.99	4.72	1.56	5.49	1.46	0	1
